id,first_name,last_name,email,gender,age,months_as_a_customer,join_date,leave_date,join_year,city,bank_balance,monthly_income,credit_score,is_active_customer
6182,Lrrfutj,Euvazkc,maghmni@outlook.com,Male,18,32,2017-07-25,2020-03-20,2017,Sheffield,22572,8000,370,0
6183,Haqvtif,Fmovulg,oamluaj@hotmail.com,Female,64,36,2020-03-09,2023-03-19,2020,Birmingham,28673,5000,491,0
6184,Pcpkufs,Mjhhmwd,dqqfpmz@hotmail.com,Female,34,44,2016-05-11,2019-12-28,2016,Birmingham,36560,10000,603,0
6185,Qocbtjc,Bujndtf,ujvzigk@yahoo.com,Male,64,82,2016-06-30,,2016,Liverpool,0,4000,744,1
6186,Crteggp,Vqqlyzo,moayfpf@yahoo.com,Male,25,12,2017-11-19,2018-11-15,2017,Manchester,40471,10000,449,0
6187,Bxgpmgt,Tzjnfwv,qtnxczs@gmail.com,Male,37,31,2020-08-25,,2020,Sheffield,0,7000,629,1
6188,Ozjexau,Riafkhc,wwiqwtr@yahoo.com,Male,61,53,2017-03-04,2021-07-25,2017,Liverpool,35496,7000,725,0
6189,Bkkagao,Wbmplst,qzufvnn@outlook.com,Female,44,18,2021-09-10,,2021,Edinburgh,0,8000,382,1
6190,Bdbrlng,Zfxesfh,noafkcl@outlook.com,Female,23,4,2015-06-04,2015-10-03,2015,Sheffield,94928,1000,494,0
6191,Ddurymr,Nacpapx,tiesyqh@hotmail.com,Female,19,26,2019-08-18,2021-10-31,2019,Edinburgh,92219,3000,536,0
6192,Bpphdqc,Sgzqckl,bktlupa@outlook.com,Female,61,3,2021-02-05,2021-05-25,2021,Bristol,63110,9000,506,0
6193,Prjvxep,Cldaacg,nkvgjcs@hotmail.com,Male,31,24,2020-11-24,2022-11-17,2020,London,96429,4000,832,0
6194,Yxwqcea,Cmxuedx,tdrwoub@yahoo.com,Male,59,12,2020-09-27,2021-09-29,2020,Liverpool,73869,2000,825,0
6195,Oxmfsfp,Kagwvcq,uorrake@outlook.com,Male,60,2,2020-11-03,2021-01-03,2020,Liverpool,99223,3000,631,0
6196,Dbofqfh,Sxlmdik,ioywhza@yahoo.com,Male,33,18,2016-11-24,2018-05-18,2016,Bradford,16583,5000,393,0
6197,Elvvdwl,Yzqyvft,cgginov@hotmail.com,Male,36,66,2017-10-07,,2017,Glasgow,0,10000,698,1
6198,Bqgqwqq,Irjfpkg,vseqryl@hotmail.com,Female,26,21,2016-03-15,2017-12-23,2016,Birmingham,86343,3000,387,0
6199,Gxzbmxz,Rdaugog,tyecbju@hotmail.com,Male,45,1,2021-05-25,2021-07-08,2021,Edinburgh,90104,8000,724,0
6200,Gllfcge,Dtpalps,jmwafnv@hotmail.com,Male,54,35,2017-09-02,2020-07-25,2017,Edinburgh,77613,5000,397,0
6201,Bwgjcph,Yhnnwma,wxyjevj@hotmail.com,Male,57,13,2016-10-10,2017-11-14,2016,Leeds,98714,5000,782,0
6202,Fxswopi,Vycqupc,youxmia@outlook.com,Male,65,17,2021-10-30,,2021,Glasgow,0,8000,589,1
6203,Ecqazrn,Lhmktco,cxfchjl@hotmail.com,Male,30,18,2019-09-08,2021-03-10,2019,Sheffield,44829,9000,750,0
6204,Upyqfgl,Inembsk,ropzydr@outlook.com,Male,23,34,2015-02-13,2017-12-01,2015,London,19353,5000,412,0
6205,Fzufalg,Yugqdjg,ooukvfy@outlook.com,Male,61,51,2018-12-30,,2018,Bradford,0,10000,595,1
6206,Ghsdpnd,Nguaokj,hqmmuke@hotmail.com,Female,19,85,2015-01-04,2021-12-31,2015,Edinburgh,42928,9000,476,0
6207,Bcmrytf,Qlmucba,uwgqvjx@hotmail.com,Female,39,77,2016-11-23,,2016,Other,0,4000,357,1
6208,Herexqv,Bsynwhv,hqjwgsc@hotmail.com,Female,39,7,2020-08-14,2021-04-10,2020,London,84438,8000,648,0
6209,Wmeonpx,Umfkroz,kkytcrb@gmail.com,Male,60,6,2021-04-14,2021-10-23,2021,London,60012,10000,649,0
6210,Wlygxvm,Jwkivpe,seiibyq@yahoo.com,Male,23,57,2018-07-13,,2018,Manchester,0,5000,515,1
6211,Evxhtqd,Rnixxsc,yptvyzm@outlook.com,Female,38,74,2017-02-06,,2017,Liverpool,0,3000,617,1
6212,Gbzmpub,Brinclw,vvpzwlq@outlook.com,Male,34,17,2020-01-10,2021-06-13,2020,Sheffield,89275,6000,537,0
6213,Jghknbr,Qocvnvo,ngrbcpu@yahoo.com,Female,60,15,2021-12-14,,2021,Sheffield,0,10000,753,1
6214,Czcxbyg,Qmlohkh,mrvevto@hotmail.com,Female,55,23,2021-03-23,2023-02-16,2021,Birmingham,13478,6000,838,0
6215,Yaavusc,Eshvviu,hbvnfvi@hotmail.com,Female,54,0,2015-08-31,2015-09-28,2015,Manchester,83739,7000,410,0
6216,Tpknazt,Kxkqlvl,pqsbtff@hotmail.com,Female,21,28,2020-04-25,2022-08-14,2020,Birmingham,83716,10000,757,0
6217,Puxcacd,Hydzwyf,ycieoqk@yahoo.com,Male,41,52,2015-08-12,2019-12-10,2015,Other,641,3000,615,0
6218,Tvwfrfj,Liemqps,wyazuoa@outlook.com,Female,56,28,2020-11-18,,2020,Glasgow,0,9000,844,1
6219,Wifwftn,Pyxkuca,jfpptwl@hotmail.com,Female,23,51,2019-01-11,,2019,Bristol,0,8000,503,1
6220,Qgamwdn,Yzxryyz,ytcvctp@gmail.com,Female,36,24,2018-10-27,2020-10-20,2018,Sheffield,37295,3000,637,0
6221,Ahvwtwv,Xueymkm,hrfrlrw@gmail.com,Male,43,27,2016-03-27,2018-06-20,2016,Glasgow,32118,9000,541,0
6222,Ilbaabp,Wbkxedx,bdwthsx@yahoo.com,Male,65,13,2016-02-13,2017-03-21,2016,Manchester,97275,5000,429,0
6223,Qekdeec,Ehzalvm,alerajn@yahoo.com,Female,23,22,2021-02-16,2022-12-27,2021,Leeds,60785,3000,311,0
6224,Enjlnuy,Cpvvmya,slurlio@gmail.com,Female,60,63,2018-01-13,,2018,Sheffield,0,3000,439,1
6225,Zthnnac,Demcled,natmtug@outlook.com,Female,63,86,2016-03-09,,2016,Liverpool,0,10000,644,1
6226,Vfjkuld,Chkmydq,oqbxhxl@gmail.com,Female,46,4,2019-01-24,2019-05-28,2019,Sheffield,36328,1000,650,0
6227,Ufrmryx,Wjdhnpu,sxfjlpn@gmail.com,Female,41,43,2019-09-20,,2019,Liverpool,0,5000,526,1
6228,Kyjmnik,Qbsmqvw,cqovhqo@outlook.com,Female,49,7,2021-09-25,2022-05-11,2021,Birmingham,91108,3000,782,0
6229,Hlzikde,Zyijhwo,dlksioo@yahoo.com,Male,32,74,2017-03-03,,2017,Manchester,0,3000,412,1
6230,Knndaep,Pzoluqt,bhlucow@outlook.com,Female,63,64,2017-12-08,,2017,London,0,6000,615,1
6231,Uqkurlg,Yxdqkrh,mbirzch@gmail.com,Male,23,17,2016-07-11,2017-12-25,2016,Sheffield,68305,9000,562,0
6232,Cfixrya,Xvfmnax,impzsnw@hotmail.com,Female,35,75,2016-01-09,2022-03-20,2016,London,89868,2000,711,0
6233,Ofrjjit,Mfbawmw,defbafa@outlook.com,Male,27,12,2021-07-18,2022-07-19,2021,Leeds,52353,6000,730,0
6234,Tlrugzt,Puupdvr,ceizvrh@gmail.com,Male,43,26,2020-08-09,2022-09-28,2020,Other,76476,2000,674,0
6235,Mbizovn,Piyechv,gjwkwdw@gmail.com,Male,38,2,2021-05-02,2021-07-19,2021,Other,60266,9000,483,0
6236,Xjiywsn,Druagfi,pdmazhj@gmail.com,Male,43,12,2017-05-05,2018-05-12,2017,Leeds,34237,8000,746,0
6237,Chwokmj,Sqkbshb,bxbudei@hotmail.com,Male,49,63,2018-01-20,,2018,Manchester,0,9000,651,1
6238,Ueojzmc,Zzvxwpd,jaqhngv@hotmail.com,Male,24,9,2020-09-07,2021-06-21,2020,Sheffield,99313,1000,554,0
6239,Zxuhjsi,Xsdsrcc,tujpamu@gmail.com,Male,44,17,2021-11-07,,2021,Manchester,0,8000,661,1
6240,Qxgaawr,Apjdcjh,szcfliw@gmail.com,Female,52,9,2017-05-22,2018-03-09,2017,Leeds,83504,1000,739,0
6241,Mjcszml,Elzmaav,utcqcoj@hotmail.com,Male,54,24,2015-07-02,2017-07-18,2015,Liverpool,80008,2000,629,0
6242,Buvagtk,Xjriwzv,gqzztvc@hotmail.com,Female,61,95,2015-05-23,,2015,Sheffield,0,4000,843,1
6243,Icputbk,Yagttvx,bdtgabk@outlook.com,Female,38,34,2016-09-23,2019-07-30,2016,Bradford,76091,3000,794,0
6244,Rqlyhbk,Mzsimwu,mpoqcer@yahoo.com,Male,40,22,2020-06-15,2022-04-21,2020,Leeds,87326,4000,362,0
6245,Pnjghxq,Uukfoaj,szbaqwg@hotmail.com,Female,40,37,2016-08-29,2019-10-07,2016,Bristol,3435,1000,826,0
6246,Yqzugtz,Rjgmirs,kfxwrbt@yahoo.com,Female,63,8,2021-10-20,2022-07-09,2021,Edinburgh,6316,9000,576,0
6247,Nqqoybs,Oajellt,ztxyetz@outlook.com,Male,31,6,2017-07-01,2017-12-29,2017,Birmingham,33120,10000,411,0
6248,Wuuhmgh,Iyamzar,mfoapgp@outlook.com,Female,30,11,2015-01-12,2015-12-31,2015,Other,9918,1000,373,0
6249,Kpokocb,Loqgtdy,mtwxcfu@yahoo.com,Female,53,22,2021-06-05,,2021,Liverpool,0,9000,733,1
6250,Jtryouw,Zmesvcc,ygielhm@yahoo.com,Male,40,4,2019-12-06,2020-04-24,2019,Liverpool,83526,9000,405,0
6251,Xkmdtqc,Cbrsepo,aqdhogh@yahoo.com,Female,63,94,2015-06-20,,2015,Birmingham,0,6000,571,1
6252,Nwskyvk,Zreueqy,ibndwpq@hotmail.com,Male,22,85,2015-02-25,2022-03-19,2015,Sheffield,33526,5000,598,0
6253,Bvknehy,Bagnmvd,nrmdlub@hotmail.com,Female,50,75,2017-01-07,,2017,Manchester,0,2000,547,1
6254,Aqtfhkf,Vjitedy,mvadler@yahoo.com,Male,27,11,2020-04-30,2021-03-30,2020,Sheffield,30657,5000,304,0
6255,Zbrxwzd,Qtreyqv,wtnxrqn@hotmail.com,Female,45,64,2016-04-02,2021-07-24,2016,Manchester,26237,5000,814,0
6256,Tmjbdfz,Lqfjxwp,nqxyaqf@yahoo.com,Female,55,1,2018-05-18,2018-06-23,2018,Other,68429,8000,498,0
6257,Hfepslc,Ckqlwqn,zjkrdwm@outlook.com,Male,56,66,2017-10-21,,2017,Birmingham,0,10000,641,1
6258,Dqqnaxb,Ijmgauy,mirjitb@yahoo.com,Female,26,54,2016-09-25,2021-03-19,2016,Sheffield,54814,8000,845,0
6259,Wwlonzx,Pjpjslg,bmdqkos@gmail.com,Male,49,26,2021-01-22,,2021,Edinburgh,0,7000,624,1
6260,Xlhteyg,Nmekbvi,oojovyj@gmail.com,Male,41,9,2019-02-20,2019-11-28,2019,Bristol,47242,10000,529,0
6261,Xqsrhem,Yjkowhg,ypwpotg@hotmail.com,Female,60,45,2017-02-23,2020-11-26,2017,Liverpool,32526,1000,737,0
6262,Jyyetsv,Wncpoeu,nzqbjhv@gmail.com,Female,60,5,2021-08-23,2022-01-26,2021,Leeds,96749,5000,830,0
6263,Mkjqddt,Ugxcwpw,okfcbzf@gmail.com,Female,33,2,2019-12-10,2020-02-23,2019,Leeds,17574,9000,490,0
6264,Vtghauh,Erxybwh,xpwnqvz@hotmail.com,Male,51,46,2017-03-24,2021-01-02,2017,Birmingham,65556,10000,754,0
6265,Cpaoigy,Akxtvls,byyposs@gmail.com,Female,28,23,2019-03-11,2021-02-12,2019,Bristol,60573,8000,326,0
6266,Bzcblns,Bddmzsr,wqyznoz@hotmail.com,Male,65,3,2017-01-12,2017-04-16,2017,Birmingham,2990,4000,343,0
6267,Xqsqshy,Fammbiy,emrqxst@gmail.com,Female,56,39,2015-05-07,2018-07-25,2015,Other,63667,3000,806,0
6268,Jnthwfb,Hkypvma,cvscqzr@outlook.com,Male,36,25,2020-08-11,2022-09-29,2020,Bradford,96119,10000,614,0
6269,Uaouiom,Jxnkjhv,fnetvti@outlook.com,Male,36,76,2016-03-30,2022-07-24,2016,Edinburgh,82311,4000,820,0
6270,Kmzfvbp,Uwjnlkz,vqneezx@gmail.com,Female,54,87,2016-02-04,,2016,Birmingham,0,4000,385,1
6271,Adflmxb,Pddhnfk,btrvbqv@hotmail.com,Male,55,5,2018-01-18,2018-06-21,2018,London,55335,2000,593,0
6272,Tkvopcv,Irevtaz,ufiizjv@gmail.com,Male,19,25,2018-07-18,2020-08-17,2018,London,89510,5000,418,0
6273,Avmvgfu,Bwubwle,euzslix@outlook.com,Male,33,15,2019-02-16,2020-05-17,2019,Manchester,66353,2000,460,0
6274,Jbdixku,Akujrfg,frihuuv@yahoo.com,Female,34,4,2021-06-29,2021-11-13,2021,Manchester,81810,8000,796,0
6275,Kgculbs,Kbvphzc,lzcprlm@hotmail.com,Male,55,44,2019-07-26,,2019,Manchester,0,10000,570,1
6276,Qwpwjqx,Estcgio,sydvxpp@yahoo.com,Female,27,22,2021-05-15,,2021,Liverpool,0,2000,558,1
6277,Zxirxzy,Nchaiec,sjegner@outlook.com,Female,37,41,2017-09-06,2021-01-27,2017,Leeds,63174,1000,777,0
6278,Zgxtbme,Megpgbu,sepnvdq@hotmail.com,Male,57,47,2017-07-20,2021-06-14,2017,Manchester,32449,8000,303,0
6279,Zqwmpzw,Lefscsd,uzzxmdc@yahoo.com,Male,37,90,2015-04-16,2022-10-02,2015,Other,47565,6000,582,0
6280,Btbpqeb,Bftnafh,jrmrkze@gmail.com,Male,65,8,2021-12-24,2022-09-11,2021,Bristol,24670,1000,731,0
6281,Xixmkbv,Tyzssdm,yvmxacz@yahoo.com,Female,42,49,2019-03-11,,2019,Birmingham,0,3000,429,1
6282,Mbgteul,Rwoxbut,lqmhhhe@gmail.com,Male,46,42,2019-10-02,,2019,Other,0,7000,723,1
6283,Ikmmqdb,Shjxfnb,abxjnvw@gmail.com,Male,34,33,2020-05-28,2023-02-24,2020,Sheffield,65791,4000,677,0
6284,Ewehvwx,Mcpvwgc,vrahozw@yahoo.com,Female,58,22,2020-06-02,2022-03-29,2020,Edinburgh,63123,1000,561,0
6285,Yakflpe,Ejecvgk,vdjjpaq@yahoo.com,Male,59,5,2016-07-10,2016-12-24,2016,London,28951,3000,321,0
6286,Iabzipx,Jnipikg,nngliqn@yahoo.com,Female,19,0,2021-04-12,2021-05-05,2021,Leeds,60990,2000,360,0
6287,Vgwckno,Xtgrfys,ulzrsmb@outlook.com,Male,44,96,2015-04-24,,2015,Bristol,0,6000,325,1
6288,Qbdctrm,Fdvoczg,oubijcc@hotmail.com,Female,32,36,2020-04-03,,2020,London,0,5000,811,1
6289,Qlujlrq,Pzjgpsk,bfvcdyp@yahoo.com,Male,45,5,2015-03-28,2015-09-23,2015,Bristol,87953,5000,389,0
6290,Mnoihgj,Otsltfx,lsxbfwj@yahoo.com,Male,54,96,2015-05-10,,2015,Manchester,0,5000,444,1
6291,Ikouonk,Wzdjlnt,eklgrjy@gmail.com,Female,30,35,2017-10-08,2020-09-05,2017,Sheffield,43448,10000,801,0
6292,Pocmagk,Mzrvbuc,fbctyje@gmail.com,Female,36,8,2020-05-02,2021-01-04,2020,Bristol,17302,6000,824,0
6293,Oiedpbj,Ufwedxm,bsgwvvb@yahoo.com,Female,45,97,2015-03-31,,2015,Liverpool,0,10000,491,1
6294,Xzmlary,Zlwgxvu,ydyxgtv@outlook.com,Female,54,69,2017-07-29,,2017,Glasgow,0,7000,478,1
6295,Virhfic,Zninasa,utncjhb@gmail.com,Male,36,28,2020-11-18,,2020,Liverpool,0,10000,595,1
6296,Swgvtdk,Qfjiezf,rjcwdkn@gmail.com,Male,28,32,2015-04-19,2017-12-21,2015,Other,72298,10000,495,0
6297,Emokfkh,Jsspppt,nopbbma@hotmail.com,Male,58,36,2020-03-01,2023-03-13,2020,Bradford,25289,10000,636,0
6298,Wxbgxqy,Sqtemoc,peuhjer@hotmail.com,Female,39,71,2017-05-20,,2017,Sheffield,0,1000,567,1
6299,Cdkcbgf,Geuqvnl,jsqrnke@yahoo.com,Male,22,84,2016-04-23,,2016,Glasgow,0,9000,372,1
6300,Eylplcf,Bfricmu,fzndpne@hotmail.com,Female,58,11,2015-01-12,2016-01-03,2015,Bradford,77336,8000,719,0
6301,Rrmztgy,Sbzkuzu,rfoyhmm@hotmail.com,Male,47,61,2018-03-20,,2018,Bristol,0,6000,453,1
6302,Ojqzgnf,Grwxdqz,ugptnbb@outlook.com,Male,51,3,2021-03-01,2021-06-08,2021,Glasgow,24057,5000,780,0
6303,Ozmimin,Llyqinn,gyupbjx@yahoo.com,Male,61,37,2020-03-11,,2020,Leeds,0,8000,609,1
6304,Ijabpup,Nswfwjs,zxaxxbp@outlook.com,Male,28,55,2016-07-08,2021-02-09,2016,Leeds,73515,6000,527,0
6305,Mikprpy,Vhjbzst,mxkstrw@gmail.com,Female,22,22,2018-04-03,2020-02-18,2018,Bradford,13819,6000,706,0
6306,Dhqipix,Sbnuetg,zhyueyk@hotmail.com,Male,26,26,2020-09-20,2022-12-03,2020,Birmingham,51482,7000,329,0
6307,Wphzurx,Yvnkxta,uobmrjh@outlook.com,Male,28,60,2018-04-21,,2018,Edinburgh,0,3000,746,1
6308,Swvqlvd,Gtqsddc,lkgfbmi@outlook.com,Male,24,2,2015-03-25,2015-06-07,2015,Birmingham,28235,7000,603,0
6309,Cfcgvcq,Yntflpg,mmgsinh@outlook.com,Female,41,17,2017-06-19,2018-11-28,2017,Bristol,2369,6000,646,0
6310,Fxrmusc,Tzrzhbp,bgjfldu@gmail.com,Female,58,9,2021-08-05,2022-05-23,2021,Sheffield,10927,1000,695,0
6311,Hnyyjnd,Tizlwal,bobblca@gmail.com,Male,60,43,2017-08-19,2021-03-04,2017,Bradford,60115,10000,315,0
6312,Onlgckm,Huekqwe,ntsjcth@outlook.com,Female,58,71,2017-05-18,,2017,Birmingham,0,4000,706,1
6313,Rzjhapw,Iglalut,rknfamd@gmail.com,Female,24,82,2015-06-10,2022-03-20,2015,Bradford,93612,7000,764,0
6314,Hzviflw,Kfcgpdi,vawbbgc@outlook.com,Male,30,53,2016-11-03,2021-03-29,2016,Leeds,87433,2000,395,0
6315,Ktkgytt,Vpcppfk,cwuymbx@gmail.com,Male,55,28,2020-07-05,2022-11-13,2020,Leeds,59187,6000,504,0
6316,Nohnefu,Isdehtx,cnrcvps@gmail.com,Male,23,33,2020-07-06,,2020,Edinburgh,0,2000,838,1
6317,Jlpwaxo,Redfjuo,mpzpkkz@hotmail.com,Female,37,11,2018-10-09,2019-09-09,2018,Manchester,43663,9000,349,0
6318,Vqpdfqc,Tcpamgz,azdjvsz@outlook.com,Female,18,0,2017-02-07,2017-03-05,2017,Liverpool,57178,6000,602,0
6319,Lsndbxj,Dtvvbqb,wjdaitn@gmail.com,Female,54,2,2017-04-22,2017-06-26,2017,Edinburgh,23833,6000,389,0
6320,Czvhqub,Eiaraln,byzduxe@hotmail.com,Female,50,22,2020-09-10,2022-07-28,2020,Manchester,92640,4000,566,0
6321,Kmmiyxf,Ahdwpth,qbzwuhr@yahoo.com,Male,61,74,2017-02-10,,2017,Birmingham,0,4000,779,1
6322,Urleagg,Rtpyohm,yeyhfvq@hotmail.com,Male,45,37,2019-06-02,2022-07-02,2019,Bradford,56778,7000,428,0
6323,Mxuglta,Ggujdzx,apuhgxe@outlook.com,Female,48,40,2019-12-16,,2019,Sheffield,0,6000,464,1
6324,Edqmbpj,Vacbsmp,yuoarse@gmail.com,Male,60,8,2018-04-05,2018-12-19,2018,Other,94957,7000,464,0
6325,Fbsinhx,Jfyivyi,qaappfn@yahoo.com,Female,38,47,2016-10-31,2020-09-20,2016,Bradford,63877,8000,589,0
6326,Ghjqywj,Htuedxe,wgtbrdc@gmail.com,Male,21,0,2015-05-04,2015-05-04,2015,Bradford,35480,7000,598,0
6327,Zmfzlyu,Iitfrpr,wofnqiy@hotmail.com,Male,29,39,2019-12-21,,2019,Bradford,0,5000,755,1
6328,Uhurxcj,Fqaqkcp,atvrvrd@hotmail.com,Female,56,69,2017-06-28,2023-03-04,2017,Sheffield,14707,1000,565,0
6329,Lhjwcxz,Ezkrfsm,yjnjtrh@gmail.com,Male,21,83,2015-10-20,2022-09-12,2015,Liverpool,65520,2000,666,0
6330,Lztndcw,Jhedmiq,xlpmaai@yahoo.com,Male,37,60,2018-04-07,,2018,Birmingham,0,6000,368,1
6331,Mzschry,Fpopxrf,mzxjmmf@hotmail.com,Female,49,4,2016-08-31,2017-01-21,2016,Bristol,17154,1000,844,0
6332,Iaooiuf,Gtpoode,efsnqvw@outlook.com,Female,54,14,2021-02-15,2022-05-01,2021,London,8680,4000,600,0
6333,Arzwuto,Ceieloq,cwamgfg@outlook.com,Female,23,15,2021-03-18,2022-06-20,2021,Bristol,72068,2000,778,0
6334,Iekexul,Gssszem,qgjfobf@yahoo.com,Male,48,25,2021-02-28,,2021,Liverpool,0,9000,559,1
6335,Rupwncr,Ulmtrci,cjremto@yahoo.com,Female,22,18,2015-06-28,2017-01-02,2015,Manchester,26316,3000,669,0
6336,Wqonsuh,Erodeuc,gghlubf@gmail.com,Male,64,19,2020-01-09,2021-08-29,2020,London,41010,1000,797,0
6337,Nlovmcs,Puwcrbx,kmlumnu@gmail.com,Male,53,40,2019-08-28,2023-01-06,2019,Manchester,4381,5000,680,0
6338,Fsmzfqh,Wodehhj,rzkmvxs@yahoo.com,Female,18,1,2021-11-22,2021-12-30,2021,Bristol,25455,10000,577,0
6339,Yessyde,Hgdcrjq,zbcdvmc@yahoo.com,Female,29,31,2020-08-30,,2020,Manchester,0,4000,590,1
6340,Ysalnzq,Nxejcos,bpdyhrt@yahoo.com,Female,59,99,2015-01-30,,2015,Other,0,4000,816,1
6341,Eoqjpgv,Urnzobm,ywqvfoz@outlook.com,Male,45,45,2019-07-12,,2019,Sheffield,0,4000,725,1
6342,Hntgwat,Vlmldya,iwasuql@hotmail.com,Male,28,35,2019-07-15,2022-06-02,2019,Bristol,76890,8000,581,0
6343,Birfyum,Upajkqg,eutnppw@outlook.com,Female,63,88,2015-07-10,2022-10-25,2015,Leeds,55023,2000,594,0
6344,Ioftzjl,Xcddcup,hjjmqrg@yahoo.com,Male,32,10,2021-11-23,2022-10-04,2021,Leeds,60980,1000,460,0
6345,Ebfowur,Wqdjccg,xtuxluv@gmail.com,Female,52,84,2015-02-11,2022-01-27,2015,Other,63461,2000,389,0
6346,Kwpszdz,Pxpjmce,toclfmg@hotmail.com,Male,36,30,2020-09-20,,2020,Bristol,0,6000,488,1
6347,Jgmlbmr,Wmrrgnb,uzxahyc@gmail.com,Male,27,27,2019-04-09,2021-06-29,2019,Birmingham,29389,3000,774,0
6348,Uyfpglv,Rvprjch,ydtygvq@yahoo.com,Male,33,60,2018-04-26,,2018,Bradford,0,9000,504,1
6349,Gpumygz,Qmgqrya,jrujydd@yahoo.com,Male,19,28,2020-11-18,2023-03-12,2020,Sheffield,34585,9000,711,0
6350,Oueuwnp,Jldffjk,hnlfops@gmail.com,Female,20,21,2020-08-04,2022-05-17,2020,Bristol,60437,5000,562,0
6351,Pncqwer,Yychvqa,eoigpbc@outlook.com,Male,40,3,2019-12-11,2020-03-21,2019,London,72299,4000,706,0
6352,Dccgxjx,Gujpkxi,rntgkiy@gmail.com,Female,45,31,2016-11-22,2019-06-17,2016,Manchester,37486,8000,491,0
6353,Ylgxhyj,Txjkupa,htxwfzq@gmail.com,Female,24,94,2015-05-19,2023-02-15,2015,Sheffield,43329,5000,613,0
6354,Zahoggj,Tmcswrw,glypchu@hotmail.com,Female,52,8,2021-04-13,2022-01-05,2021,Liverpool,66212,6000,672,0
6355,Yrzvrvc,Mguhmnc,cjcmiid@outlook.com,Female,56,0,2018-09-20,2018-10-01,2018,Sheffield,73157,10000,620,0
6356,Czvypbu,Nkajnsx,kgyykqr@gmail.com,Male,40,3,2021-10-08,2022-01-22,2021,Manchester,45742,1000,305,0
6357,Birbnoz,Xrfjvxh,xxiadqn@hotmail.com,Male,41,19,2021-08-14,,2021,Birmingham,0,9000,791,1
6358,Pmqdzfi,Umyqygs,dmtratl@hotmail.com,Female,22,11,2019-03-27,2020-02-29,2019,Leeds,46329,5000,667,0
6359,Xextnwg,Bbuexfi,uxubqcq@gmail.com,Male,50,23,2016-02-13,2018-01-17,2016,Other,81825,3000,770,0
6360,Dbngmwh,Gkjnnlw,xzjhwxb@yahoo.com,Female,63,68,2017-08-14,,2017,Bristol,0,7000,467,1
6361,Ziydmbr,Qnabhib,urinpvp@outlook.com,Male,21,37,2016-04-10,2019-04-27,2016,Liverpool,58643,9000,490,0
6362,Xdgceon,Jucokqx,dhodcsn@outlook.com,Female,51,24,2021-03-15,,2021,Leeds,0,6000,659,1
6363,Pnigten,Ijkekyt,tyijozt@gmail.com,Male,55,24,2021-03-31,,2021,Birmingham,0,3000,476,1
6364,Htmqlmo,Qcupruw,pgbaggz@outlook.com,Female,63,18,2015-04-25,2016-10-29,2015,Bradford,99100,6000,620,0
6365,Fdrnnrs,Rybgbmi,hnajrgf@gmail.com,Female,22,77,2016-07-12,2022-12-05,2016,Glasgow,28182,2000,837,0
6366,Ocfxbkn,Pzcqasr,aokvkcc@outlook.com,Female,60,51,2019-01-06,,2019,Sheffield,0,5000,331,1
6367,Dytbquh,Xvxcjmt,qivqrcy@outlook.com,Male,20,52,2018-12-16,2023-03-28,2018,Bradford,41010,2000,534,0
6368,Kcyhcmi,Mstrkai,jkjahpy@yahoo.com,Female,31,10,2019-03-15,2020-01-18,2019,Bristol,75040,4000,672,0
6369,Emfoemo,Zpenyxl,lqmiher@outlook.com,Male,26,46,2018-11-05,2022-08-16,2018,Sheffield,55371,4000,740,0
6370,Ilsudka,Raswvsl,fiqybir@outlook.com,Male,63,99,2015-01-16,,2015,Sheffield,0,3000,610,1
6371,Vjqeqes,Gsztctm,gbzejfb@gmail.com,Female,29,22,2017-12-15,2019-10-17,2017,Bradford,33761,1000,546,0
6372,Yivdeks,Kofpsqo,uzfptvg@outlook.com,Male,61,14,2019-04-28,2020-07-11,2019,Leeds,88781,9000,302,0
6373,Tosvmav,Mmqomnw,hwgdqzy@hotmail.com,Male,58,22,2020-05-30,2022-03-24,2020,Edinburgh,10424,7000,700,0
6374,Zssnpye,Hafosld,qhvzrdo@outlook.com,Male,22,14,2017-07-28,2018-10-02,2017,Liverpool,29958,10000,804,0
6375,Xswfpas,Rlpczzn,hmraowr@yahoo.com,Female,48,4,2018-04-29,2018-09-14,2018,Bristol,97520,10000,444,0
6376,Rpfmfnu,Fqjlmvu,rnkticq@gmail.com,Male,46,48,2017-04-19,2021-04-13,2017,Liverpool,25153,8000,619,0
6377,Evqtrof,Ggfmimb,kskpzgc@outlook.com,Male,56,100,2015-01-05,,2015,Bristol,0,9000,576,1
6378,Vhwisfq,Tcaqssz,ocauwnj@hotmail.com,Male,37,35,2019-07-08,2022-06-08,2019,Birmingham,50709,4000,522,0
6379,Sfwrwlc,Vlbyphg,erduvos@yahoo.com,Male,57,60,2018-04-20,,2018,Bristol,0,7000,430,1
6380,Knknkeq,Xvqsdoj,xgrhsuo@yahoo.com,Female,31,60,2015-10-14,2020-10-11,2015,Bristol,98953,7000,648,0
6381,Xllixkp,Vqtzxhj,xnjbswx@outlook.com,Male,62,42,2019-04-16,2022-10-07,2019,Edinburgh,99475,5000,820,0
6382,Kguyvpd,Vfsioky,gaegmvv@yahoo.com,Male,45,50,2018-09-04,2022-10-26,2018,Manchester,62956,1000,782,0
6383,Booiquv,Gwslivh,dstdicu@yahoo.com,Female,58,42,2019-10-02,,2019,Other,0,9000,826,1
